,track_id,track_name,preview_url,artist,label,artist_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,loudness_scaled,tempo_scaled
632,5nWqKDxbsHzILIsfZ6Cnam,Afterschool,https://p.scdn.co/mp3-preview/f6d264ceb70100638276bce3fd77be214ffb315c?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.782,0.487,-7.179,0.0467,0.498,0.677,0.503,99.983,0.7676667081621646,0.4829676646475186
633,4YnItwpmXFFctZ0c2x0pLi,Following the Dream,https://p.scdn.co/mp3-preview/613f8c1e0e831497813bf5f265103d1687058b96?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.356,0.475,-6.422,0.0321,0.931,0.692,0.112,179.984,0.7990787999502056,0.8694123216338676
634,0aG1v0pnhWbFpDdsK99xqp,Free Bird feat. SIERRA,https://p.scdn.co/mp3-preview/394549657ef472981508c110963c5c00f1e51bd7?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,0,34QbYbTlUCLkZsQ8QmacV9,0.587,0.738,-5.18,0.0473,0.857,0.00106,0.377,95.003,0.8506162081414169,0.45891178544860833
635,79HwxYf0hafd7KGGxXV9eg,Sweet Light,https://p.scdn.co/mp3-preview/726ea715392d9ec9ea003f82be23322117807ff7?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.523,0.882,-6.219,0.0329,0.773,0.97,0.937,96.998,0.8075023859911201,0.4685486286216658
636,6mwXvxxcwGNqPjmmkrrxE1,All I Have feat. AMANDA DIVA,https://p.scdn.co/mp3-preview/9c3c85466f9c935a280ca3b570c72b07ea0a7773?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,0,34QbYbTlUCLkZsQ8QmacV9,0.37,0.542,-5.947,0.0353,0.47,4.21e-06,0.332,195.715,0.8187891613759909,0.9454008830150036
637,554bNpMTHfdjtx8RfZQern,Minamo,https://p.scdn.co/mp3-preview/f1408b5c1e92f0d5ab8b8f94d490f011260093ab?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.374,0.699,-7.978,0.0386,0.737,0.757,0.24,127.18,0.7345118054691069,0.6143427141601214
638,4j94L13AgdiKfBndum6Ubz,Evening Comes 2,https://p.scdn.co/mp3-preview/1eb8e57587186e96c2141d6400f50b176c49588b?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.598,0.586,-8.056,0.0393,0.533,0.87,0.338,100.017,0.7312751566455042,0.48313190157377617
639,4jC7prT4chr8U8m5jnddSC,Evening Comes,https://p.scdn.co/mp3-preview/256d857db97b7803d4dffdafc30cab631d474e50?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.755,0.523,-9.02,0.0617,0.626,0.901,0.222,98.064,0.6912734968255947,0.4736979393096252
640,3tsG8qy9pnQmE5jPqhFdC7,Chocolate,https://p.scdn.co/mp3-preview/da93fdf12f22a75f83c3f7552add42bb8e820da2?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,1,34QbYbTlUCLkZsQ8QmacV9,0.746,0.535,-10.543,0.0596,0.0688,0.016,0.518,97.998,0.6280758537698662,0.47337912645277225
641,4qS3OGKZfsBVoQZQM4F16s,Bluebird Story feat.Jumelles,https://p.scdn.co/mp3-preview/4382f20ec055adc0cfbb39a91194da8716d9bae2?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,0,34QbYbTlUCLkZsQ8QmacV9,0.617,0.357,-13.889,0.047,0.608,0.367,0.421,89.996,0.48923191833686064,0.43472548280825823
642,5FdtUiQ5108WKq1dnnIvbk,Ring,https://p.scdn.co/mp3-preview/a1b95bbb4f998396a43d77ed63b276fa9b226fd2?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,1,34QbYbTlUCLkZsQ8QmacV9,0.771,0.702,-10.794,0.0721,0.215,0.186,0.662,98.033,0.6176604838375037,0.473548193876861
643,6vuYUMezx8HpdYX7Di9lfs,Colors of Life,https://p.scdn.co/mp3-preview/bba45700d3f5280d7b588bbe2e7a79678a6a53e6?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.759,0.238,-18.205,0.0604,0.638,0.738,0.133,94.986,0.31013735009751464,0.45882966698547956
644,0T8wiaWFjqCNru851ObhvG,Synchronize,https://p.scdn.co/mp3-preview/3ebf425b7c2666ce40653833560ca8c2b415f438?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,1,34QbYbTlUCLkZsQ8QmacV9,0.647,0.578,-10.918,0.0539,0.0147,0.0237,0.662,98.04,0.6125150421179304,0.47358200736167877
645,71Ja7xAwe1LUHwq8SaUVxi,One for U,https://p.scdn.co/mp3-preview/8200705cde7cfc2680994054767d979142c7847e?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,0,34QbYbTlUCLkZsQ8QmacV9,0.737,0.284,-13.628,0.0499,0.408,0.332,0.26,99.984,0.5000622432466079,0.4829724951453497
646,0BzQ9dyCUtBtwM4NXM4phg,Aurora,https://p.scdn.co/mp3-preview/0ead420e16a1467d4018320890cd40794cd045d1?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,0,34QbYbTlUCLkZsQ8QmacV9,0.716,0.45,-8.756,0.0321,0.537,0.0,0.209,91.99,0.7022283082285574,0.4443574954834845
647,6BXl8Lu6IEMw5uo9GHrutR,Coffee Break,https://p.scdn.co/mp3-preview/bd2e34e8be807a3f0102568c72c447d3142e3aaa?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.523,0.192,-20.019,0.0302,0.975,0.936,0.252,105.703,0.234864517199884,0.5105981122414477
648,59KqHEP0vUJ4QhiTPQUTRf,Crescent Moon,https://p.scdn.co/mp3-preview/948717151fac6a88e072c574d9aeae756e8b04fc?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,1,34QbYbTlUCLkZsQ8QmacV9,0.686,0.555,-11.261,0.0533,0.0187,0.319,0.392,100.124,0.5982820863936265,0.4836487648417046
649,7pBiHHqjpnbJ7GpvarTULA,TAYUTAU,https://p.scdn.co/mp3-preview/0337cbc2504fe650ec5c1f29d9083065159caa6b?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.609,0.882,-10.74,0.0421,0.331,0.394,0.199,97.929,0.6199012407153826,0.4730458221024259
650,7CjNfNSIx5vM68HCVF2d3z,Silent Night,https://p.scdn.co/mp3-preview/10d7b458302a0dc7954e93b62a8ab826d1d213c5?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.585,0.362,-13.476,0.0298,0.671,0.496,0.403,100.014,0.5063695589028592,0.48311741008028286
651,6aZYN5cwOZN0ZMLc98I7MD,Animal Forest,https://p.scdn.co/mp3-preview/49e7ebc312d4dbe3a1ac964a35b2548c7ae33cd7?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.486,0.442,-12.752,0.0446,0.0273,0.578,0.127,99.662,0.5364122992655298,0.4814170748437334
652,2qI26LuMeTB47vSAVUrBRT,Times Fusion,https://p.scdn.co/mp3-preview/3a310e8ba59c8eb58cbf87cc170def34df7e1333?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.705,0.488,-10.311,0.0378,0.0246,0.531,0.216,94.995,0.6377028092451971,0.45887314146595953
653,34ZPKHDTbfeHkKqdGOisRs,Sphere,https://p.scdn.co/mp3-preview/97139d37ac8191585c49bdd4bd75bc670a354571?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.591,0.79,-9.347,0.025,0.12,0.731,0.664,100.027,0.6777044690651066,0.48318020655208727
654,2Yk6jf97D83PFqqByV0Vcj,After the Wind,https://p.scdn.co/mp3-preview/43f86bb6ba3a67c6780ef8db2248aca44ec8de80?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.616,0.682,-8.618,0.033,0.451,0.932,0.75,94.0,0.7079546869164697,0.4540667961240086
655,4Wa1QIjbd6JoYfLi54OdEp,Daydream,https://p.scdn.co/mp3-preview/97455096cdc46c4e8280521d9dacf6a4113e1eac?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.647,0.575,-10.404,0.0436,0.162,0.903,0.327,99.979,0.633843727955517,0.4829483426561942
656,64GxG1NjaxCfVvAbmJNEyW,Heart,https://p.scdn.co/mp3-preview/d69f9abb98029dd31522062147669f1df665571d?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,1,34QbYbTlUCLkZsQ8QmacV9,0.527,0.841,-8.656,0.0258,0.21,0.0165,0.645,97.973,0.7063778580024069,0.47325836400699456
657,4cC2glPKfzK9fpFOgvChPm,The Other Side,https://p.scdn.co/mp3-preview/fa68fb4cfd1524c52dc307a2b9450d090f10689b?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.693,0.636,-9.395,0.0404,0.175,0.918,0.743,97.972,0.6757126851736588,0.47325353350916344
658,4rjGCgMiDVlegTWDlpMYDZ,Crossroad,https://p.scdn.co/mp3-preview/5a1eb9e56cd483298f65e4c382acedbf5e1bf718?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.621,0.871,-7.765,0.0295,0.00403,0.763,0.962,92.0,0.7433503464874063,0.4444058004617956
659,6EIXygLHuVtPOaqlpoDy1B,lovememore. - DJ Okawari Remix,https://p.scdn.co/mp3-preview/cdb6890ab153a43090cb9ac7beb5b70680e62d6b?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,dosii,3,41lcf5k3PkUdxupYLkcjCd,0.575,0.9,-5.842,0.03,0.298,0.88,0.588,90.022,0.823146188638533,0.43485107575186704
660,3vSoVqNk3vvMNaki3YeuFa,Your Star,https://p.scdn.co/mp3-preview/a366ffc2049c1eeae7d10670d0f2842ae68fff5f?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,塞壬唱片-MSR,1,7l5zSPffvPDaRRYkAHsyt7,0.772,0.766,-6.033,0.0296,0.0606,0.0,0.846,106.001,0.8152205485704803,0.5120376005951174
661,3H4JWk8jaiGwRCrtWYc1RW,Your Star (Instrumental Version),https://p.scdn.co/mp3-preview/41e1bbe4f1cf7c2a08c4e784b9e28c269cf08294?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,塞壬唱片-MSR,3,7l5zSPffvPDaRRYkAHsyt7,0.736,0.712,-7.67,0.0308,0.00375,0.903,0.712,105.977,0.7472924187725634,0.5119216686471708
662,79kCh7AqcTF1d8Q8XorEUg,After the Wind,https://p.scdn.co/mp3-preview/bdcae530bc794e4334de9b437787a231e1231273?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.621,0.655,-9.292,0.0337,0.46,0.909,0.757,93.998,0.6799867214407238,0.4540571351283464
663,02S0c4mOjaf5lmP8k8SRPZ,Everything's Alright,https://p.scdn.co/mp3-preview/52379ed216480e6edf74ffafc796688c47c874ef?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,塞壬唱片-MSR,1,7l5zSPffvPDaRRYkAHsyt7,0.772,0.571,-7.645,0.0406,0.118,0.0,0.914,105.002,0.7483298062160257,0.507211933261842
664,6nLiDMyw4ZDYFWTpBY95z1,Everything's Alright (Instrumental Version),https://p.scdn.co/mp3-preview/e087fa2f3223d11ad09f706abb0388249ef85020?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,塞壬唱片-MSR,1,7l5zSPffvPDaRRYkAHsyt7,0.774,0.562,-8.739,0.0571,0.0265,0.128,0.864,105.013,0.7029337316901118,0.5072650687379842
665,1yVv9F33SuNwpuHmK1tnSN,Speed of Light,https://p.scdn.co/mp3-preview/f885fa6b360b9141f4d22bce2ebdc188eeedf9e5?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,塞壬唱片-MSR,1,7l5zSPffvPDaRRYkAHsyt7,0.739,0.744,-5.21,0.0622,0.327,4e-05,0.704,111.952,0.849371343209262,0.540783893188032
666,1726NaKds3nBxUT2L4uwqH,Speed of Light (Instrumental Version),https://p.scdn.co/mp3-preview/9933722ac0d011a89a6e96ceb3627a21f1036d76?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,塞壬唱片-MSR,3,7l5zSPffvPDaRRYkAHsyt7,0.752,0.669,-7.605,0.0472,0.133,0.817,0.845,112.032,0.7499896261255656,0.5411703330145204
667,6DYbb52R3n9u51boqhGDig,Eclipse,https://p.scdn.co/mp3-preview/4573717298e237d46db29a3e9e5b95fb6906e4a0?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Meiso,1,5895irQM57Jyrju5qZeUno,0.791,0.586,-4.942,0.0914,0.412,0.000363,0.911,97.985,0.8604921366031788,0.47331632998096784
668,0sdKWSrxlOu9D7UtXbFr4C,Yours,https://p.scdn.co/mp3-preview/d5db4275fa5f972fbd752ebe104985b879c4ac92?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.604,0.69,-3.916,0.0254,0.584,0.598,0.35,96.517,0.903066517282875,0.46622515916490354
669,1qIpiE2TbbHaKW6X6hf2LF,Transparent,https://p.scdn.co/mp3-preview/96269804d890be188d0e6e2853ed2de52360ab68?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,3,34QbYbTlUCLkZsQ8QmacV9,0.631,0.636,-4.431,0.0243,0.564,0.901,0.437,97.997,0.8816963359475499,0.4733742959549411
670,6VCG1MLhO3tZxxQZLjSBl8,Fly with Me - Korean Version,https://p.scdn.co/mp3-preview/8c32b575123ccd612858f7b6b0d3adc7141c4b53?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Woong San,0,3FYwrGRWL93eQGcUoVkDO1,0.732,0.702,-5.446,0.0276,0.637,0.000949,0.251,100.008,0.8395784057429772,0.48308842709329625
671,7BVjiUDulMcE8afePQ9jgN,Fly with Me - English Version,https://p.scdn.co/mp3-preview/d4923bbf983a440ae68c6700fbd696b13892894b?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Woong San,0,3FYwrGRWL93eQGcUoVkDO1,0.719,0.714,-5.466,0.0292,0.616,0.00147,0.199,100.04,0.8387484957882072,0.48324300302389167
672,5XP8Ah3CD38M9ftlpCg67q,Fly with Me - Instrumental,https://p.scdn.co/mp3-preview/1d010ff7a031eb400e0607935f2221342042d029?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Woong San,3,3FYwrGRWL93eQGcUoVkDO1,0.678,0.6,-6.348,0.0264,0.548,0.842,0.252,100.015,0.8021494667828543,0.483122240578114
673,3MiWoeQM8qyseJSnPQrA4Q,Change the World - Korean Version,https://p.scdn.co/mp3-preview/279c942f860588a4988bf7dfe870e5a4cb78f524?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Woong San,0,3FYwrGRWL93eQGcUoVkDO1,0.722,0.63,-5.776,0.0269,0.494,0.249,0.493,99.999,0.8258848914892736,0.48304495261281627
674,4rc6KmS3x3oVKW39kn2MT8,Change the World - English Version,https://p.scdn.co/mp3-preview/706d05e1018154003b517fd388829c5a1b44ed68?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Woong San,1,3FYwrGRWL93eQGcUoVkDO1,0.722,0.62,-5.636,0.0254,0.441,0.194,0.546,99.978,0.831694261172663,0.482943512158363
675,14vBxUNmGZWYXeQu3Wuyvv,Change the World - Instrumental,https://p.scdn.co/mp3-preview/a057382186b128a2d076688a2753a2967f1fab50?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Woong San,3,3FYwrGRWL93eQGcUoVkDO1,0.697,0.55,-6.295,0.0271,0.423,0.957,0.57,100.007,0.8043487281629945,0.4830835965954652
676,54ZBvV4p7LZ8WGVjvdsIev,A Cup Of Coffee,https://p.scdn.co/mp3-preview/af2c266c2181792142c95dbb6e3c20dbbc88a027?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,0,34QbYbTlUCLkZsQ8QmacV9,0.758,0.698,-7.024,0.0591,0.813,0.123,0.53,98.998,0.7740985103116313,0.47820962428387875
677,1hp8K7DBnm5ih8BHApF5ZN,Flower Dance,https://p.scdn.co/mp3-preview/f8e38ad0e8c506cb0ed2f035f48f6a35ea0d84c8?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ Okawari,0,34QbYbTlUCLkZsQ8QmacV9,0.553,0.53,-9.049,0.028,0.605,0.0725,0.7,100.017,0.6900701273911782,0.48313190157377617
678,2niYwtifLnfpezkK7t55f0,Hyakumonogatari,https://p.scdn.co/mp3-preview/a070d5884af41a5d0c29229c017f76a7135d8e2c?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ ADAM at,3,6INOCByTj8Hezy1LfmHGAg,0.507,0.885,-6.557,0.0345,0.000117,0.91,0.569,110.001,0.7934769077555087,0.5313595919195433
679,7y814ttFPETMbi7rmPSYih,Musashi (Kosuke Takahashi remix),https://p.scdn.co/mp3-preview/659d698576d0528ff506bc22ca27724cd59afd88?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ ADAM at,2,6INOCByTj8Hezy1LfmHGAg,0.331,0.917,-5.683,0.0431,4e-05,0.00642,0.379,175.027,0.8297439727789537,0.8454675438850727
680,2WTL0IVOvNbScaNN9Nif92,Install (Schroeder-Headz remix),https://p.scdn.co/mp3-preview/2937add8ed94789e6decf8611759679dcfa53f77?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ ADAM at,3,6INOCByTj8Hezy1LfmHGAg,0.605,0.644,-10.522,0.039,0.255,0.84,0.535,137.976,0.6289472592223746,0.6664927687447468
681,1yCbj55KeoxqomhK2joPvu,Karuraten (Kuma (Blue Light Call) remix),https://p.scdn.co/mp3-preview/4c51aa3a3b95a3d246a6f6ee5a2cb5f41727516b?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ ADAM at,2,6INOCByTj8Hezy1LfmHGAg,0.541,0.798,-8.674,0.0433,0.000216,0.512,0.367,139.946,0.705630939043114,0.6760088494720266
682,51zlLKfbx6MrQgHaaSWB8l,My Escape Plan (DJ OKAWARI remix),https://p.scdn.co/mp3-preview/f5900256fe07267082652f98a0a06d3c2d24bb77?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ ADAM at,3,6INOCByTj8Hezy1LfmHGAg,0.648,0.715,-11.409,0.0474,0.275,0.789,0.583,80.991,0.5921407527283291,0.3912268498391444
683,5is1iDLjhpSZVU41mvHXci,Echo Night (Kosuke Takahashi remix),https://p.scdn.co/mp3-preview/8096f02718023dde03a5fabbaa377f93b2afeb6e?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ ADAM at,3,6INOCByTj8Hezy1LfmHGAg,0.371,0.866,-7.582,0.055,8.04e-05,0.857,0.387,196.935,0.750944022573551,0.9512940903689535
684,4eRTKxBeUE1C66glNmnReG,OUTLAST (Ryu (Ryu Matsuyama) remix),https://p.scdn.co/mp3-preview/9203c60564899beeb7010d292261896852391919?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,DJ ADAM at,3,6INOCByTj8Hezy1LfmHGAg,0.559,0.838,-10.161,0.0309,0.0166,0.762,0.373,147.941,0.6439271339059713,0.7146286796317228
685,1PcANFoqnDsexSHXpWrn8Q,Adderall,https://p.scdn.co/mp3-preview/fb9a7fd473e28e42f8f3dd3235e47affb58ff961?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.2,0.639,-5.857,0.0365,0.00623,0.0459,0.17,166.013,0.8225237561724554,0.8019254364354791
686,6rsoBvxrlxdmqJyGPPciyq,The Dying Song (Time To Sing),https://p.scdn.co/mp3-preview/030a00f5d9dc1e41744c46f65fb541b46b6d088e?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.516,0.991,-2.587,0.126,0.000467,4.66e-05,0.402,95.017,0.9582140337773354,0.4589794124182438
687,5jeh4hwbQJnnAJHZV9fqeo,The Chapeltown Rag,https://p.scdn.co/mp3-preview/336d7f840c72eab1a07983ddd3bb0a26eb5cc2d1?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.538,0.997,-2.27,0.205,0.00232,0.00159,0.0702,95.016,0.9713681065604385,0.45897458192041274
688,5ih5d9WJSI7Hxz0KIPJPY2,Yen,https://p.scdn.co/mp3-preview/176e53853a7506ce36159c592c89b35ae4fb3b8e?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.562,0.934,-4.264,0.111,0.000833,0.0159,0.302,137.005,0.8886260840698786,0.6618023553507425
689,60knpe02nSLudHQYX2FZBI,Hive Mind,https://p.scdn.co/mp3-preview/dc08fb1986127463fe2bff7c4c87e609ef6d47a0?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.41,0.993,-3.376,0.205,0.000728,0.00132,0.0536,101.279,0.9254740860616626,0.48922798983663257
690,6AUfiRcpnffzH1KhI121f1,Warranty,https://p.scdn.co/mp3-preview/ed3523c4d205e9291053275d897eb18d8ae90ab2?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.581,0.992,-2.976,0.109,0.004,2.73e-05,0.2,99.974,0.9420722851570607,0.48292419016703864
691,0qFBuG34m8V4LMgYUMYPV7,Medicine for the Dead,https://p.scdn.co/mp3-preview/fde50c3536ac0561f14225fac547250620baaec8?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.383,0.984,-3.586,0.174,0.00752,0.0366,0.0771,135.466,0.9167600315365785,0.6543682191886696
692,297TiFDfq3OyRYQyMk5OdA,Acidic,https://p.scdn.co/mp3-preview/5b23be6fcfac5f6cc7ff3bca4430560fa4982c16?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.523,0.947,-3.621,0.0809,0.00113,0.122,0.119,120.027,0.9153076891157312,0.5797901631742167
693,7d0XwaQbPLT8tPX81uRYMv,Heirloom,https://p.scdn.co/mp3-preview/ac9bcd17f8f00cfb6456cd0aa1f81ae7c3b1c70e?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.568,0.99,-2.384,0.0991,2.51e-05,0.02,0.377,134.97,0.96663761981825,0.6519722922644408
694,38YxfCfUuQJU4r4pe3jeYb,H377,https://p.scdn.co/mp3-preview/1914a520fa21821b174ab0d26d5260b85162fa85?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.274,0.997,-2.128,0.204,0.0025,2.52e-05,0.17,172.023,0.9772604672393048,0.830956728400429
695,3b3boZLiT0Q5aruT45oITP,De Sade,https://p.scdn.co/mp3-preview/7553003ad1317fb5c215dc72f1cff642e5d63ee3?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.379,0.988,-3.32,0.13,1.11e-05,0.0264,0.106,134.705,0.9277978339350184,0.6506922103391977
696,6hqys5tmolP7EU6ZNP981s,Finale,https://p.scdn.co/mp3-preview/7fc338da1887cc00fbb46ff3fb8442487653d79e?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.47,0.915,-4.5,0.0383,0.00271,0.0521,0.179,107.333,0.8788331466035937,0.5184718237061512
697,5Oca13ac6cZ0hwZAs1SXse,Insert Coin,https://p.scdn.co/mp3-preview/fbdbbd3c4e300f0e5c31d821c445a5812fba5a20?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.302,0.738,-11.186,0.0781,0.0672,0.509,0.2,99.504,0.6013942487240136,0.4806538561864186
698,5mpUKTdskZea0gStWzeHUZ,Unsainted,https://p.scdn.co/mp3-preview/cd1a8cd8f5d7e08aed985c345e191bb0dda4793a?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.427,0.946,-2.188,0.0469,0.000118,0.0253,0.237,101.305,0.9747707373749951,0.4893535827802414
699,7I6p0xNYahHpUUXj785URX,Birth Of The Cruel,https://p.scdn.co/mp3-preview/50782871a2b3958cc746b2695a7fac241fa8a31e?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.432,0.953,-4.469,0.0821,0.000147,0.138,0.481,148.189,0.8801195070334871,0.7158266430938373
700,2YkDmUfSC7bZpH3DHvvuxh,Death Because of Death,https://p.scdn.co/mp3-preview/fa87a8ac9f0817b9d8c3659bbc64e78ef833498e?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,0,05fG473iIaoy82BF1aGhL8,0.3,0.655,-11.92,0.126,0.437,0.343,0.327,78.682,0.570936553383958,0.3800732303471196
701,56fiFTRrSiHHH3gBeaTg2P,Nero Forte,https://p.scdn.co/mp3-preview/3d14e908628cb08ea9a8fe8b0123646f6eff1876?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.336,0.978,-2.358,0.0846,0.000437,0.000525,0.496,129.842,0.9677165027594509,0.6272014993865268
702,3XFaGEb6daqdj39ThpJ2XI,Critical Darling,https://p.scdn.co/mp3-preview/018fcc45b98cce8e82f5130e5c19202574b71e3f?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.297,0.952,-3.674,0.0913,0.000683,0.00643,0.0721,137.676,0.913108427735591,0.6650436193954149
703,4wOgNWU6Y6mixNZcimJqDv,A Liar's Funeral,https://p.scdn.co/mp3-preview/bdc13a20b1af7b976d7778bde3df92e652fb14b5?cid=7dcb3f1dc3c6403ca4a0f2c0fe2fee5e,Slipknot,2,05fG473iIaoy82BF1aGhL8,0.342,0.787,-5.322,0.0372,0.000913,0.0114,0.152,116.773,0.8447238474625505,0.5640717232317962
